Feature 1,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
12682.0,0,0.442133912,52.0,0.0,0.164257795,11000.0,6.0,0.0,1.0,0.0,1.0
117585.0,0,0.623488774,56.0,0.0,1335.0,,3.0,0.0,1.0,0.0,0.0
36936.0,0,0.056115415,37.0,0.0,0.236442169,6250.0,7.0,0.0,2.0,0.0,0.0
106880.0,0,0.352653724,53.0,0.0,2459.0,,7.0,0.0,1.0,0.0,0.0
9510.0,0,0.013849654,70.0,0.0,0.09282245,7411.0,6.0,0.0,1.0,0.0,0.0
49077.0,0,0.347627834,61.0,0.0,927.0,,15.0,0.0,0.0,0.0,
89564.0,0,0.805211131,48.0,0.0,0.493209158,5153.0,8.0,0.0,1.0,0.0,0.0
43359.0,0,0.951126222,50.0,0.0,0.494693681,4145.0,8.0,0.0,1.0,0.0,2.0
134073.0,0,0.9999999,54.0,2.0,0.458894922,15654.0,10.0,0.0,2.0,0.0,3.0
119426.0,0,0.405405405,58.0,0.0,0.233553289,5000.0,11.0,0.0,1.0,0.0,0.0
120279.0,0,0.658275779,47.0,0.0,0.39122085,7289.0,11.0,0.0,2.0,0.0,2.0
39553.0,0,0.020056978,55.0,0.0,31.0,,4.0,0.0,0.0,0.0,0.0
133678.0,0,0.210757848,75.0,0.0,0.020547945,2043.0,2.0,0.0,0.0,0.0,0.0
14732.0,0,0.222525916,58.0,0.0,0.414206863,8333.0,7.0,0.0,2.0,0.0,0.0
78816.0,0,0.611874656,60.0,0.0,9.031104528,4725.0,13.0,0.0,0.0,0.0,2.0
81175.0,0,0.011390654,67.0,0.0,0.256963291,7000.0,9.0,0.0,1.0,0.0,1.0
145577.0,0,0.9999999,54.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0
35977.0,0,0.983929528,52.0,0.0,0.260496183,4191.0,4.0,0.0,0.0,0.0,1.0
29478.0,0,0.470406671,42.0,1.0,0.621932899,11981.0,24.0,0.0,7.0,0.0,1.0
106345.0,1,0.090640057,28.0,0.0,1.098966277,5900.0,16.0,0.0,2.0,0.0,0.0
45193.0,0,0.006826485,68.0,0.0,13.0,,11.0,0.0,0.0,0.0,0.0
86356.0,1,0.33006816,53.0,0.0,0.249016522,5083.0,8.0,0.0,0.0,0.0,2.0
51898.0,0,0.151796175,49.0,0.0,2388.0,,12.0,0.0,2.0,0.0,0.0
106381.0,1,0.87359108,36.0,2.0,0.424726661,4755.0,8.0,4.0,0.0,0.0,1.0
61869.0,0,0.0,28.0,0.0,2.112359551,800.0,3.0,0.0,1.0,0.0,0.0
23024.0,0,0.9999999,42.0,1.0,116.0,,2.0,0.0,0.0,0.0,3.0
95016.0,0,0.031416272,60.0,0.0,0.315994021,3344.0,9.0,0.0,1.0,0.0,0.0
140453.0,0,0.022683697,67.0,0.0,1166.0,,3.0,0.0,1.0,0.0,
68662.0,1,0.756558002,39.0,2.0,0.505749425,10000.0,7.0,1.0,2.0,0.0,6.0
38511.0,0,0.014862113,61.0,0.0,23.0,,5.0,0.0,0.0,0.0,0.0
86834.0,0,0.495948636,60.0,0.0,0.509457545,12000.0,22.0,0.0,2.0,0.0,0.0
29789.0,0,0.385490536,30.0,0.0,0.247250916,3000.0,4.0,0.0,0.0,0.0,0.0
54640.0,0,0.126793752,76.0,0.0,0.041227394,11666.0,6.0,0.0,1.0,0.0,1.0
54923.0,0,0.089199825,49.0,0.0,140.0,,8.0,0.0,0.0,0.0,0.0
107543.0,1,1.035964036,43.0,2.0,0.354019159,2400.0,10.0,2.0,1.0,1.0,0.0
10815.0,0,0.682687821,49.0,0.0,3153.0,,7.0,0.0,2.0,0.0,3.0
50426.0,0,0.700557148,56.0,0.0,0.283218889,8300.0,6.0,0.0,1.0,0.0,2.0
144637.0,0,0.002701098,75.0,1.0,1269.0,,11.0,0.0,1.0,0.0,0.0
47934.0,0,0.977252843,58.0,0.0,234.0,,1.0,0.0,0.0,0.0,0.0
95748.0,0,0.016984354,53.0,0.0,1715.0,,11.0,0.0,1.0,0.0,
125081.0,0,0.286892429,30.0,0.0,0.387543253,2600.0,10.0,0.0,0.0,0.0,0.0
68118.0,0,0.380156843,61.0,0.0,3841.0,,19.0,0.0,1.0,0.0,0.0
36609.0,0,0.118342107,29.0,0.0,0.853053435,3667.0,15.0,0.0,1.0,0.0,0.0
75621.0,0,0.016871981,40.0,0.0,0.392173665,3500.0,7.0,0.0,2.0,0.0,1.0
60852.0,1,0.383482329,50.0,0.0,0.525298523,9881.0,12.0,0.0,1.0,0.0,1.0
52532.0,0,0.322677323,37.0,0.0,0.110290725,6500.0,2.0,0.0,1.0,0.0,0.0
114674.0,0,0.78905745,40.0,0.0,0.813105676,2166.0,8.0,0.0,2.0,0.0,1.0
118233.0,0,0.9999999,39.0,0.0,0.070981917,5916.0,4.0,0.0,0.0,0.0,2.0
45893.0,0,0.499761369,41.0,0.0,0.134287033,6500.0,4.0,0.0,0.0,0.0,0.0
101934.0,0,0.0098044,52.0,0.0,6.0,,2.0,0.0,0.0,0.0,
98190.0,0,0.191238504,52.0,0.0,0.197000555,5400.0,23.0,0.0,0.0,0.0,2.0
17852.0,0,0.114699749,76.0,0.0,0.139906729,1500.0,3.0,0.0,0.0,0.0,0.0
27131.0,0,0.037611477,83.0,0.0,0.014311736,3842.0,2.0,0.0,0.0,0.0,0.0
73535.0,0,0.319931211,67.0,1.0,0.391288697,8333.0,16.0,0.0,2.0,0.0,0.0
144820.0,0,0.99220156,32.0,1.0,0.146411908,4500.0,5.0,0.0,0.0,0.0,0.0
121715.0,0,0.625616606,56.0,0.0,0.645435244,13658.0,17.0,0.0,2.0,0.0,0.0
19172.0,0,0.042913411,82.0,0.0,0.110087903,7166.0,12.0,0.0,1.0,0.0,0.0
19489.0,0,0.9999999,26.0,0.0,0.086365454,2500.0,1.0,0.0,0.0,0.0,0.0
128630.0,0,0.098851494,43.0,0.0,0.707646177,2000.0,4.0,0.0,1.0,0.0,2.0
144008.0,1,0.894736842,30.0,2.0,40.0,,3.0,0.0,0.0,0.0,0.0
58917.0,0,0.275989385,67.0,0.0,0.267683079,4000.0,4.0,0.0,1.0,0.0,0.0
49101.0,0,0.020379857,34.0,0.0,0.339871284,3262.0,9.0,0.0,0.0,0.0,0.0
143389.0,0,0.918720853,54.0,0.0,0.015357867,3450.0,4.0,1.0,0.0,0.0,0.0
110376.0,0,0.061111673,70.0,0.0,0.252899613,7500.0,11.0,0.0,1.0,0.0,0.0
149405.0,0,0.104570363,31.0,0.0,0.048029557,7307.0,4.0,0.0,0.0,0.0,0.0
40420.0,0,0.9999999,44.0,0.0,124.0,,0.0,1.0,0.0,0.0,0.0
43118.0,0,0.195126193,56.0,0.0,0.380300958,15350.0,8.0,0.0,2.0,0.0,2.0
113766.0,0,0.0,91.0,0.0,0.0,,6.0,0.0,0.0,0.0,0.0
36427.0,0,0.038204194,49.0,0.0,0.05895187,45833.0,7.0,0.0,1.0,0.0,1.0
8544.0,0,0.876207039,46.0,2.0,0.45320347,6570.0,9.0,0.0,1.0,0.0,2.0
29004.0,0,0.07824837,52.0,0.0,0.269654666,4082.0,8.0,0.0,1.0,0.0,1.0
144010.0,0,0.0029577,69.0,0.0,0.30556419,3216.0,5.0,0.0,2.0,0.0,0.0
12615.0,0,0.475211785,59.0,0.0,0.75223294,5597.0,11.0,0.0,2.0,0.0,0.0
134566.0,1,0.068448289,65.0,0.0,1024.0,,4.0,0.0,1.0,0.0,1.0
100535.0,0,0.033662993,64.0,0.0,0.026228143,2401.0,10.0,0.0,0.0,0.0,0.0
85357.0,0,0.035832139,56.0,0.0,0.212790971,8505.0,17.0,0.0,1.0,0.0,2.0
43307.0,0,0.292509357,44.0,0.0,1.343385214,3083.0,12.0,0.0,2.0,0.0,0.0
73262.0,0,0.009544835,48.0,0.0,78.0,,3.0,0.0,0.0,0.0,0.0
131288.0,0,0.0,38.0,0.0,0.484329937,5200.0,5.0,0.0,2.0,0.0,2.0
108438.0,0,0.470727188,33.0,0.0,2980.0,,9.0,0.0,2.0,0.0,1.0
66185.0,0,0.551072337,38.0,0.0,2232.0,,4.0,0.0,2.0,0.0,0.0
84597.0,0,0.418158184,31.0,0.0,0.097679785,7800.0,7.0,0.0,0.0,0.0,2.0
63461.0,0,0.316683317,24.0,0.0,274.0,,1.0,0.0,0.0,0.0,0.0
22659.0,0,0.016805503,74.0,0.0,0.009247688,4000.0,10.0,0.0,0.0,0.0,0.0
68805.0,0,0.034298285,48.0,0.0,0.012492192,1600.0,2.0,0.0,0.0,0.0,0.0
110943.0,0,0.880786139,66.0,0.0,1009.0,,3.0,0.0,1.0,0.0,0.0
74606.0,0,0.252364848,63.0,0.0,0.306278004,19416.0,13.0,0.0,3.0,0.0,0.0
47703.0,0,0.9999999,38.0,1.0,0.453291052,11667.0,10.0,0.0,3.0,0.0,3.0
86351.0,0,0.137310448,50.0,0.0,2037.0,,6.0,0.0,1.0,0.0,0.0
100244.0,0,0.011674047,79.0,0.0,0.077640786,3000.0,28.0,0.0,0.0,0.0,0.0
79901.0,0,0.013238161,32.0,0.0,0.494336725,5208.0,11.0,0.0,1.0,0.0,1.0
114016.0,0,0.913672422,31.0,0.0,0.238522954,5009.0,4.0,1.0,0.0,0.0,1.0
44128.0,0,0.093059436,49.0,0.0,7219.0,,18.0,0.0,3.0,0.0,2.0
76338.0,1,0.9999999,32.0,1.0,0.151890034,2909.0,5.0,3.0,0.0,1.0,1.0
64721.0,0,0.018813516,66.0,0.0,0.088332644,4833.0,7.0,0.0,0.0,0.0,0.0
142737.0,0,0.953289051,36.0,1.0,0.262044171,9734.0,10.0,0.0,2.0,0.0,1.0
4256.0,0,0.014888109,49.0,1.0,0.407718456,5000.0,14.0,0.0,1.0,0.0,0.0
147893.0,0,0.144199968,41.0,0.0,0.252888069,10300.0,18.0,0.0,1.0,0.0,1.0
61285.0,0,0.204959008,81.0,0.0,2673.0,,5.0,0.0,1.0,0.0,0.0
99002.0,0,0.185910938,62.0,0.0,0.264966879,8000.0,8.0,0.0,2.0,0.0,0.0
45703.0,0,0.127640638,42.0,0.0,1973.0,,3.0,0.0,1.0,0.0,0.0
72546.0,0,0.0,38.0,0.0,0.470505899,5000.0,5.0,0.0,2.0,0.0,0.0
129149.0,0,0.0,72.0,0.0,33.0,,9.0,0.0,0.0,0.0,0.0
57460.0,0,0.794333683,38.0,1.0,0.065856996,5845.0,5.0,0.0,0.0,0.0,0.0
76558.0,0,0.101627547,44.0,0.0,0.31292517,4850.0,11.0,0.0,1.0,0.0,1.0
84080.0,0,0.06659556,77.0,0.0,32.0,,3.0,0.0,0.0,0.0,0.0
53228.0,0,0.039275494,54.0,0.0,0.528089888,5250.0,10.0,0.0,2.0,0.0,0.0
121230.0,0,0.023148843,48.0,0.0,13.0,,1.0,0.0,0.0,0.0,0.0
135561.0,0,0.549745025,58.0,0.0,0.028270988,5800.0,2.0,0.0,0.0,0.0,0.0
82403.0,0,0.81976524,41.0,0.0,0.39187178,8734.0,10.0,0.0,2.0,0.0,5.0
19274.0,0,0.9999999,30.0,0.0,0.446422993,3200.0,4.0,0.0,1.0,0.0,3.0
14964.0,0,0.9999999,34.0,0.0,0.578733616,5416.0,3.0,0.0,1.0,0.0,0.0
23559.0,0,0.674232577,38.0,0.0,0.289776818,8333.0,6.0,0.0,1.0,0.0,1.0
5284.0,0,0.26664889,43.0,0.0,0.868756121,1020.0,6.0,0.0,0.0,0.0,0.0
104806.0,0,0.092417287,70.0,1.0,2.466476462,700.0,14.0,0.0,1.0,0.0,0.0
2138.0,0,0.441839763,42.0,0.0,0.255421274,11666.0,7.0,0.0,2.0,0.0,2.0
116447.0,0,0.064753257,86.0,0.0,0.00679864,5000.0,5.0,0.0,0.0,0.0,0.0
97309.0,0,0.009395276,63.0,1.0,0.358929997,7513.0,24.0,0.0,2.0,0.0,1.0
68611.0,0,0.034273502,60.0,0.0,0.010292953,3788.0,4.0,0.0,0.0,0.0,0.0
63044.0,0,0.0,70.0,1.0,0.308926554,8849.0,15.0,0.0,1.0,0.0,0.0
110508.0,0,0.010928962,31.0,0.0,0.083638787,3000.0,2.0,0.0,0.0,0.0,0.0
49562.0,1,0.943521595,51.0,2.0,0.462677725,3375.0,3.0,1.0,0.0,1.0,0.0
95594.0,0,0.764758966,64.0,0.0,0.522075245,11641.0,16.0,0.0,1.0,0.0,0.0
89427.0,0,0.037874663,76.0,0.0,0.235742228,9713.0,12.0,0.0,1.0,0.0,1.0
44615.0,0,0.525849757,45.0,0.0,0.5476221,7800.0,9.0,0.0,2.0,0.0,2.0
2098.0,0,0.030802321,51.0,0.0,0.751294548,6565.0,11.0,0.0,2.0,0.0,0.0
105715.0,0,0.024140761,68.0,1.0,1536.0,,10.0,0.0,1.0,0.0,1.0
147858.0,0,0.066625093,58.0,0.0,3423.0,,15.0,0.0,4.0,0.0,0.0
100482.0,1,1.132116471,43.0,0.0,0.031643336,8500.0,5.0,0.0,0.0,0.0,2.0
49061.0,0,0.230384808,65.0,0.0,0.270682425,2622.0,4.0,1.0,1.0,0.0,0.0
102699.0,0,0.025691574,56.0,0.0,1.155976004,6500.0,17.0,0.0,3.0,0.0,0.0
144545.0,0,0.195210863,37.0,0.0,0.049293041,18034.0,4.0,0.0,1.0,0.0,1.0
98703.0,0,0.384021324,89.0,0.0,0.656335029,8452.0,13.0,0.0,4.0,0.0,0.0
115547.0,0,0.0,63.0,0.0,0.426729695,4653.0,8.0,0.0,1.0,0.0,0.0
83902.0,0,0.074175922,35.0,0.0,0.31415189,2988.0,8.0,0.0,1.0,0.0,3.0
16104.0,1,1.022996167,36.0,0.0,0.359238955,3100.0,4.0,0.0,1.0,2.0,1.0
1090.0,0,0.096113878,41.0,0.0,0.224395714,8025.0,10.0,0.0,0.0,0.0,4.0
108644.0,0,0.317672823,51.0,0.0,0.251874777,8400.0,6.0,0.0,1.0,0.0,1.0
74612.0,0,0.045296656,70.0,0.0,37.0,,3.0,0.0,0.0,0.0,0.0
25022.0,0,0.9999999,55.0,0.0,0.290948551,7832.0,9.0,0.0,1.0,0.0,1.0
49100.0,0,0.966559271,52.0,0.0,0.325286663,3313.0,3.0,0.0,0.0,0.0,0.0
38945.0,0,0.151781997,37.0,0.0,0.160207556,18500.0,13.0,0.0,1.0,0.0,2.0
63686.0,0,0.093667778,40.0,0.0,16.0,,1.0,0.0,0.0,0.0,0.0
25538.0,0,0.723655269,29.0,0.0,0.151320485,1400.0,4.0,0.0,0.0,0.0,0.0
39518.0,0,0.090723803,75.0,0.0,0.011776469,9000.0,4.0,0.0,0.0,0.0,0.0
103299.0,0,0.006465734,51.0,0.0,0.206739526,8783.0,11.0,0.0,1.0,1.0,0.0
52270.0,0,0.258384033,54.0,0.0,0.93907479,7500.0,19.0,0.0,4.0,0.0,4.0
131343.0,0,0.412109969,31.0,0.0,0.387447604,8826.0,13.0,0.0,3.0,0.0,0.0
59213.0,0,0.078493459,66.0,0.0,0.013993003,2000.0,2.0,0.0,0.0,0.0,0.0
119069.0,0,0.210469499,59.0,0.0,0.363949483,3483.0,16.0,0.0,0.0,0.0,1.0
142787.0,0,0.9999999,49.0,0.0,0.571113561,906.0,2.0,0.0,1.0,0.0,0.0
71636.0,0,0.038978864,78.0,1.0,0.006911779,10416.0,8.0,0.0,0.0,0.0,1.0
89711.0,0,0.001683429,63.0,0.0,3.0,,5.0,0.0,0.0,0.0,
64421.0,0,0.113254001,63.0,0.0,0.274539877,3259.0,7.0,1.0,0.0,0.0,0.0
7372.0,0,0.005739188,92.0,0.0,8.0,,11.0,0.0,0.0,0.0,0.0
122164.0,0,0.138695473,69.0,0.0,0.197156694,6400.0,6.0,0.0,1.0,0.0,0.0
91983.0,0,0.020907629,66.0,0.0,0.420283806,2395.0,16.0,0.0,0.0,0.0,0.0
10015.0,0,0.048243825,60.0,0.0,2988.0,,11.0,0.0,2.0,0.0,0.0
96085.0,0,0.9999999,25.0,0.0,0.239547467,2032.0,1.0,0.0,0.0,0.0,0.0
126321.0,0,0.516042401,52.0,0.0,0.999324438,5920.0,10.0,0.0,1.0,0.0,1.0
146037.0,0,0.9999999,27.0,0.0,0.209677419,1239.0,4.0,0.0,0.0,0.0,0.0
107312.0,0,0.0,67.0,0.0,731.0,,3.0,0.0,1.0,0.0,0.0
117443.0,0,0.221302482,43.0,0.0,0.353319058,5136.0,10.0,0.0,2.0,0.0,0.0
68344.0,0,0.273772612,42.0,0.0,0.624641834,5583.0,12.0,0.0,2.0,0.0,1.0
117711.0,0,0.62694922,52.0,0.0,0.218866781,9900.0,6.0,0.0,2.0,0.0,2.0
13223.0,0,0.197201865,40.0,2.0,0.111023415,3800.0,7.0,1.0,0.0,2.0,1.0
67181.0,0,0.030416862,48.0,0.0,0.222569413,11200.0,8.0,0.0,1.0,0.0,3.0
95196.0,0,0.973947767,31.0,0.0,0.548359052,4600.0,11.0,0.0,2.0,0.0,2.0
32241.0,0,0.065289807,25.0,0.0,0.097634122,3000.0,2.0,0.0,0.0,0.0,1.0
55825.0,0,0.0,50.0,1.0,0.12271932,4000.0,2.0,0.0,0.0,0.0,4.0
116655.0,0,0.133438757,75.0,0.0,723.0,,5.0,0.0,1.0,0.0,0.0
47591.0,0,0.068318025,56.0,0.0,6862.0,,12.0,0.0,3.0,0.0,0.0
105344.0,0,0.359812446,38.0,0.0,0.198159882,11520.0,8.0,0.0,1.0,0.0,3.0
6119.0,0,0.053798753,62.0,0.0,0.416908013,7250.0,13.0,0.0,2.0,0.0,2.0
122210.0,0,0.049151493,62.0,0.0,3086.0,,17.0,0.0,3.0,0.0,3.0
26039.0,0,0.549612424,37.0,1.0,0.245822102,7419.0,10.0,0.0,1.0,0.0,5.0
146912.0,0,0.616194195,76.0,0.0,0.612969847,2420.0,7.0,0.0,0.0,0.0,1.0
138101.0,0,0.870125542,37.0,0.0,0.18555052,3750.0,6.0,0.0,0.0,0.0,0.0
17236.0,0,0.037749056,65.0,0.0,466.0,,9.0,0.0,1.0,0.0,0.0
122414.0,0,0.073478611,63.0,1.0,0.136809748,27000.0,13.0,0.0,2.0,0.0,2.0
45693.0,0,0.016066399,60.0,0.0,28.0,,9.0,0.0,0.0,0.0,0.0
81465.0,0,0.0,28.0,0.0,613.0,0.0,3.0,0.0,0.0,0.0,1.0
30373.0,0,0.889022109,43.0,0.0,0.272752193,3647.0,8.0,0.0,0.0,0.0,2.0
16107.0,0,0.052057451,25.0,0.0,0.104693141,3600.0,6.0,0.0,0.0,0.0,0.0
117534.0,0,0.253762992,61.0,0.0,0.330191374,3500.0,14.0,0.0,0.0,0.0,0.0
116011.0,0,0.103781132,61.0,0.0,0.867655786,5054.0,13.0,0.0,2.0,0.0,0.0
89568.0,0,0.08604062,43.0,0.0,0.440889778,4000.0,3.0,0.0,1.0,0.0,0.0
94773.0,0,0.0,73.0,0.0,0.237229102,2583.0,9.0,0.0,1.0,0.0,0.0
74921.0,0,1.564529559,63.0,0.0,2966.0,,4.0,0.0,1.0,0.0,0.0
799.0,0,0.020390558,79.0,0.0,0.225861336,2350.0,5.0,0.0,0.0,0.0,0.0
84935.0,0,1.013805221,73.0,2.0,1.072674419,687.0,7.0,0.0,1.0,0.0,0.0
19569.0,0,0.044957522,44.0,0.0,0.379945722,7000.0,11.0,0.0,1.0,0.0,0.0
88231.0,0,0.537336753,60.0,0.0,1.587387041,5200.0,17.0,0.0,2.0,0.0,0.0
118384.0,0,0.068758957,61.0,0.0,0.280916988,11166.0,8.0,0.0,2.0,0.0,1.0
43609.0,1,0.9999999,41.0,98.0,0.0,2300.0,0.0,98.0,0.0,98.0,1.0
114975.0,0,0.0,53.0,0.0,2390.0,,5.0,0.0,1.0,0.0,0.0
103052.0,0,0.004712387,31.0,0.0,0.390025876,4250.0,18.0,0.0,1.0,1.0,1.0
125072.0,0,0.9999999,45.0,0.0,1253.0,,5.0,0.0,1.0,0.0,2.0
33565.0,0,0.0,73.0,0.0,343.0,,5.0,0.0,0.0,0.0,0.0
109177.0,1,0.781426897,41.0,1.0,0.337794186,6500.0,10.0,2.0,1.0,0.0,3.0
148568.0,0,0.095148078,63.0,0.0,0.325061358,11000.0,12.0,0.0,1.0,0.0,0.0
92174.0,0,0.9999999,36.0,1.0,0.439306358,3632.0,8.0,0.0,1.0,0.0,2.0
145262.0,0,0.023389673,80.0,0.0,0.074713688,5500.0,9.0,0.0,0.0,0.0,0.0
100362.0,0,0.063283337,27.0,0.0,0.122329529,3416.0,8.0,0.0,0.0,0.0,0.0
128478.0,1,0.931285633,36.0,4.0,9.184035477,450.0,13.0,1.0,2.0,2.0,2.0
32615.0,0,0.681015017,40.0,0.0,0.124458204,9689.0,7.0,0.0,0.0,0.0,1.0
4720.0,0,0.077572174,59.0,0.0,0.172881669,10833.0,5.0,0.0,1.0,0.0,0.0
794.0,1,1.25748503,26.0,0.0,0.129805014,1794.0,1.0,2.0,0.0,1.0,0.0
21628.0,0,0.004686543,83.0,0.0,0.23840041,3900.0,8.0,0.0,1.0,0.0,0.0
93390.0,0,0.063629759,75.0,0.0,1042.0,,6.0,0.0,1.0,0.0,0.0
16649.0,0,0.044675978,56.0,1.0,0.386403399,4000.0,8.0,0.0,2.0,0.0,2.0
100334.0,0,0.002209251,73.0,0.0,1.602339181,170.0,10.0,0.0,0.0,0.0,0.0
47367.0,0,0.699095468,66.0,1.0,0.512368816,8003.0,16.0,0.0,1.0,0.0,0.0
39924.0,0,0.00449985,67.0,0.0,1.217110573,11150.0,9.0,0.0,3.0,0.0,0.0
84834.0,0,0.116338521,46.0,0.0,0.078302602,7917.0,8.0,0.0,0.0,0.0,0.0
3092.0,0,0.047838794,57.0,0.0,201.0,,3.0,0.0,0.0,0.0,0.0
32662.0,0,0.807885477,48.0,0.0,0.563361254,3700.0,12.0,0.0,1.0,0.0,4.0
119513.0,0,0.186156158,70.0,2.0,0.216630197,5483.0,3.0,0.0,1.0,0.0,0.0
5945.0,0,0.9999999,31.0,0.0,0.471128341,4900.0,3.0,0.0,2.0,0.0,0.0
118433.0,0,0.131292,85.0,0.0,1430.0,,10.0,0.0,1.0,0.0,0.0
10078.0,0,0.039654489,58.0,0.0,0.094533762,7774.0,22.0,0.0,1.0,0.0,0.0
111748.0,0,0.088751959,70.0,0.0,0.232087598,4200.0,9.0,0.0,0.0,0.0,0.0
59865.0,0,0.9999999,35.0,0.0,0.061677718,9500.0,1.0,6.0,0.0,0.0,0.0
19919.0,0,0.098545073,69.0,0.0,59.0,,3.0,0.0,0.0,0.0,
3996.0,0,0.007054549,45.0,0.0,683.0,,7.0,0.0,1.0,0.0,0.0
108836.0,0,0.001999966,60.0,0.0,2349.0,,13.0,0.0,1.0,0.0,0.0
81018.0,0,0.0,63.0,0.0,0.255163287,21158.0,5.0,0.0,1.0,1.0,0.0
138333.0,1,0.43220339,47.0,0.0,0.107243916,3533.0,4.0,2.0,0.0,1.0,0.0
125017.0,0,0.153776893,49.0,0.0,0.1486,4999.0,8.0,0.0,0.0,0.0,0.0
24493.0,1,0.9999999,44.0,0.0,0.466583385,1600.0,2.0,3.0,1.0,0.0,1.0
116677.0,0,0.512039037,34.0,0.0,0.497566562,3492.0,6.0,0.0,1.0,1.0,4.0
21556.0,0,0.248170594,31.0,0.0,0.280494456,5500.0,22.0,0.0,0.0,0.0,0.0
89517.0,0,0.0,51.0,2.0,0.394557823,7202.0,13.0,0.0,1.0,0.0,0.0
43383.0,0,0.9999999,52.0,1.0,0.119975005,4800.0,3.0,1.0,0.0,0.0,1.0
70190.0,0,0.035268553,45.0,0.0,0.186575053,3783.0,7.0,0.0,1.0,0.0,0.0
90920.0,0,0.155592985,84.0,0.0,0.219506776,4500.0,12.0,0.0,2.0,0.0,0.0
49441.0,0,0.451108688,67.0,0.0,0.063547083,1730.0,4.0,0.0,0.0,0.0,0.0
44731.0,0,0.765450909,48.0,1.0,0.168851366,4500.0,7.0,0.0,0.0,0.0,2.0
146429.0,0,0.01418156,50.0,0.0,0.320627803,13379.0,8.0,0.0,2.0,1.0,3.0
146773.0,0,0.113057663,59.0,0.0,0.422435215,8450.0,18.0,0.0,2.0,0.0,0.0
9161.0,0,0.122427697,76.0,0.0,0.187914517,6784.0,11.0,0.0,1.0,0.0,0.0
27440.0,0,1.07266436,30.0,2.0,0.190978887,3125.0,6.0,0.0,0.0,2.0,0.0
53070.0,0,0.911823132,67.0,0.0,5908.0,,25.0,0.0,1.0,0.0,0.0
142691.0,0,0.143544923,68.0,0.0,0.021298883,2863.0,3.0,0.0,0.0,0.0,0.0
22277.0,0,0.30215811,64.0,1.0,0.317438954,5200.0,15.0,0.0,1.0,0.0,0.0
123877.0,0,0.169100692,24.0,0.0,19.0,,1.0,0.0,0.0,0.0,
37962.0,0,0.001805183,62.0,0.0,236.0,,4.0,0.0,1.0,0.0,
7951.0,0,0.157900794,68.0,0.0,1844.0,,9.0,0.0,2.0,0.0,0.0
127165.0,1,0.634046053,56.0,1.0,1.372788494,8760.0,10.0,0.0,4.0,4.0,2.0
105873.0,0,0.49610259,39.0,0.0,1.41362916,4416.0,21.0,0.0,4.0,0.0,2.0
59953.0,0,0.9999999,35.0,0.0,100.0,,1.0,1.0,0.0,0.0,0.0
17943.0,0,0.0,25.0,0.0,520.0,,4.0,0.0,0.0,0.0,0.0
30584.0,0,0.002140767,66.0,0.0,0.010830325,3600.0,24.0,0.0,0.0,0.0,0.0
87709.0,0,0.073497958,50.0,0.0,0.067072591,10510.0,8.0,0.0,0.0,0.0,0.0
138003.0,0,0.128407159,58.0,0.0,0.438267993,8544.0,14.0,0.0,3.0,0.0,1.0
32943.0,1,0.958279009,72.0,0.0,0.333541537,1600.0,12.0,1.0,0.0,0.0,0.0
118740.0,0,0.114112112,59.0,0.0,0.003068536,58333.0,7.0,0.0,0.0,0.0,0.0
78843.0,0,0.118072382,77.0,0.0,0.013497301,6667.0,9.0,0.0,0.0,0.0,1.0
22897.0,0,0.69186808,48.0,3.0,0.125587441,10000.0,7.0,0.0,0.0,0.0,2.0
122716.0,0,0.148469505,47.0,0.0,0.447900467,4500.0,14.0,0.0,1.0,0.0,3.0
97754.0,0,0.419220237,66.0,0.0,0.504648649,4624.0,13.0,0.0,1.0,0.0,0.0
78591.0,0,0.9999999,28.0,0.0,651.0,,5.0,2.0,0.0,0.0,
144251.0,1,0.926586449,48.0,0.0,0.561205273,7433.0,15.0,0.0,2.0,0.0,0.0
78049.0,1,0.501011089,57.0,1.0,10603.0,,15.0,0.0,3.0,0.0,2.0
51536.0,0,0.00081965,59.0,0.0,1626.0,,6.0,0.0,1.0,0.0,0.0
82306.0,0,0.9999999,60.0,0.0,0.282543491,5000.0,7.0,0.0,2.0,0.0,0.0
119814.0,0,0.9999999,46.0,0.0,0.374035878,11538.0,5.0,0.0,1.0,0.0,2.0
89042.0,0,0.413994517,58.0,0.0,0.236386492,17500.0,9.0,0.0,2.0,0.0,0.0
108280.0,0,0.9999999,32.0,0.0,0.463031805,2420.0,3.0,0.0,1.0,0.0,1.0
147572.0,1,0.028244019,58.0,0.0,0.013221541,3100.0,4.0,0.0,0.0,0.0,0.0
18388.0,0,0.061497804,68.0,0.0,1889.0,,5.0,0.0,1.0,0.0,
24934.0,0,0.037700693,50.0,0.0,0.248175182,10000.0,7.0,0.0,1.0,0.0,2.0
149501.0,0,0.100694351,75.0,0.0,712.0,,6.0,0.0,1.0,0.0,0.0
9532.0,0,0.456411226,45.0,0.0,0.565444741,18358.0,18.0,0.0,7.0,0.0,0.0
